,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category,,,,,
12881,v0fAQRGaDUls8pOh5i6M4A,"""Mansion Dining Room""",The Strip,"""3799 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1022507,-115.1699679,4.5,12,1,other,,,,,
12882,u0YYkO2CeD3JFCkR1wSMog,"""Martorano's""",The Strip,"""3655 Las Vegas Blvd S""",Las Vegas,NV,89109,36.112428,-115.171519,3.5,291,1,Italian,,,,,
12945,HyoPFfBHLK0lKVHWEdFpvQ,"""China Kitchen LV""",Eastside,"""4570 E Tropicana Ave""",Las Vegas,NV,89121,36.1005371,-115.0741452,4,47,1,Chinese,,,,,
13045,vYOtdnBm-45KQiiHj8jqaw,"""Tea Lounge""",The Strip,"""3752 Las Vegas Blvd S""",Las Vegas,NV,89158,36.10620487,-115.1743503,4,350,1,other,,,,,
13076,eRKVkDsHSFjaej3j7H0HyA,"""Taqueria La Herradura""",Downtown,"""1436 E Charleston Blvd""",Las Vegas,NV,89104,36.15864047,-115.1342549,5,4,1,Mexican,,,,,
13228,Fq6tvdwtKV7Kk3_33oONQQ,"""Chapala's Mexican Restaurant""",Westside,"""2101 S Decatur Blvd""",Las Vegas,NV,89102,36.1486584,-115.2098129,3,19,0,Mexican,,,,,
13229,DsNyZcMu2f66WYaZ78EPTg,"""Tequila Shack""",Westside,"""3111 S Valley View""",Las Vegas,NV,89102,36.1323067,-115.1947193,2.5,3,0,American,,,,,
13230,FuNMqkKUGzDnX4XJcJee4Q,"""Cugino's Pizzeria""",,"""6584 N Decatur Blvd""",Las Vegas,NV,89131,36.27981486,-115.2056406,4,102,0,other,,,,,
13401,TU2Vt9nRhVSBMVTAivy9Ug,"""Coney Island Gourmet Hotdogs""",Eastside,"""3528 S Maryland Pkwy""",Las Vegas,NV,89169,36.1248998,-115.1350531,3.5,19,1,other,,,,,
13497,KPPjKg1kV2nzLidTXljQZA,"""Play It Again Sam""",Chinatown,"""4120 Spring Mountain Rd""",Las Vegas,NV,89102,36.126894,-115.195024,3.5,37,1,other,,,,,
13527,H2mDO9cvF-WLvyZexCyvZw,"""Andre's""",Downtown,"""401 S 6th Street""",Las Vegas,NV,89101,36.164944,-115.141552,4,8,0,French,,,,,
13626,D2EDuQwOHp1OdGUNsFzKMw,"""Taco Bell""",Southeast,"""535 East Windmill""",Las Vegas,NV,89123,36.042352,-115.152126,2.5,26,1,Mexican,,,,,
14011,eHgxuooEDnjsmmckxPcKHQ,"""Mah Jong""",,"""3700 W Flamingo Rd""",Las Vegas,NV,89103,36.1164467,-115.1848942,3,20,1,Chinese,,,,,
14084,RQu_Bv7EFf5NKMnh_3E7Ag,"""Sedona Lounge""",Spring Valley,"""9580 W Flamingo Rd""",Las Vegas,NV,89147,36.1156577,-115.301212,3.5,241,0,American,,,,,
14350,FEEJ4rK8EZ7cqIvBM5luGg,"""Arby's""",Spring Valley,"""3477 S Durango Dr""",Las Vegas,NV,89117,36.1274548,-115.2793754,2,25,1,other,,,,,
14370,PS6MUV_adG5JH3SZ4e_sCQ,"""Mama D's Pizzeria""",Southeast,"""467 E Silverado Ranch Blvd, Ste 165""",Las Vegas,NV,89183,36.0132829,-115.1556873,3,24,0,other,,,,,
14398,bizdJ-aiyYd2aBVa_f1RXA,"""Lobstah trap""",The Strip,"""3743 S Las Vegas Blvd""",Las Vegas,NV,89109,36.10635168,-115.1722211,4.5,3,1,American,,,,,
14542,jtQARsP6P-LbkyjbO1qNGg,"""H&H BBQ Plus 2""",Northwest,"""4510 N Rancho Dr""",Las Vegas,NV,89130,36.241809,-115.234495,3.5,103,1,American,,,,,
14626,ByYn1vNlI6MY_ZNoaH8eCw,"""Pegasus""",Eastside,"""375 E Harmon Ave""",Las Vegas,NV,89109,36.1074947,-115.1560042,2,9,1,American,,,,,
14800,YYzHvjD16a8Vn6AeaWBKJg,"""Tail and Fin""",Southeast,"""9845 S Maryland Pkwy, Ste B""",Las Vegas,NV,89123,36.0106875,-115.1371278,4,275,1,Japanese,,,,,
14855,d4qwVw4PcN-_2mK2o1Ro1g,"""Pink Taco""",Eastside,"""Hard Rock Hotel & Casino, 4455 Paradise Rd""",Las Vegas,NV,89169,36.1100828,-115.1538714,3.5,927,1,Mexican,,,,,
14871,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,"""4950 S Rainbow Blvd, Ste 160""",Las Vegas,NV,89118,36.0985778,-115.2424401,5,327,1,Greek,,,,,
15012,Piw03nxAXZF86UYaVrDn1g,"""Sbarro the Italian Eatery""",Southeast,"""7400 Las Vegas Blvd S""",Las Vegas,NV,89123,36.0549747,-115.1690569,2.5,3,1,Italian,,,,,
15233,n8_OgIBErn-7TCIr4Sn2rA,"""Oyster Bar""",Eastside,"""4455 Paradise Rd""",Las Vegas,NV,89169,36.1100828,-115.1538714,4.5,61,1,other,,,,,
15479,54LYVM1gCGQ2UVFK9QhgTw,"""The Flame Broiler""",,"""651 N Rainbow Blvd, Ste 120""",Las Vegas,NV,89107,36.1793432,-115.2426874,4.5,78,1,other,,,,,
15549,z2CVPfaG8C_rydUZCcsqbw,"""Ramen Hashi""",Chinatown,"""5808 Spring Mountain Rd, Ste 109""",Las Vegas,NV,89146,36.1260798,-115.2215303,4.5,87,1,Japanese,,,,,
15550,Jx1q_S8-T4RXuhf7P_ZuIQ,"""The Waterhole""",Chinatown,"""5115 Spring Mountain Rd, Ste 123""",Las Vegas,NV,89146,36.1256933,-115.2112778,4,10,0,other,,,,,
15562,F0lI9okn4pzmN_iq5UqF7w,"""Pieology Pizzeria""",South Summerlin,"""10965 Lavender Hills Dr, Ste 130""",Las Vegas,NV,89135,36.14496019,-115.3326819,3.5,273,1,other,,,,,
15809,rIDzNikbeBSR1jbwN-7ydQ,"""Popeyes Louisiana Kitchen""",Spring Valley,"""6985 S Rainbow Blvd""",Las Vegas,NV,89118,36.0615876,-115.2431583,2,93,1,other,,,,,
15820,F7E3qP0oz_SuVGZGL0D8Zw,"""Ristorante Italiano""",The Strip,"""2901 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1354133,-115.1600836,3,3,1,Italian,,,,,
15884,L-zHt7gZITG1z8l7TZ4dUg,"""Sugar & Ice""",The Strip,"""Wynn Las Vegas, 3131 S Las Vegas Blvd""",Las Vegas,NV,89109,36.126506,-115.165731,3.5,88,0,other,,,,,
15957,PChG1Dm0A6AXIXkXGVK8Fw,"""Sasa Sushi""",Northwest,"""7450 W Cheyenne Ave, Ste 118""",Las Vegas,NV,89129,36.21899007,-115.2582738,4,458,1,Japanese,,,,,
16035,m6TRzUX-QizEkvNRpub3lA,"""Wendy's""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89119,36.08481209,-115.151201,3,31,1,Fast Food,,,,,
16239,7eJGceqlI4c9Yd2uXulBug,"""Bistro Mobile""",Spring Valley,"""4835 S. Rainbow Blvd""",Las Vegas,NV,89147,36.1010837,-115.2432036,3,4,0,other,,,,,
16274,L6RxkP8dneVGelDLUhjCug,"""So Good Cafe""",Chinatown,"""5600 Spring Mountain Rd, Ste A""",Las Vegas,NV,89146,36.1263504,-115.2182138,4.5,82,0,other,,,,,
16277,oLbHJ_qJh78Kw4fhUw1HGg,"""Mandarin Express""",Sunrise,"""6895 E Lake Mead Blvd, Ste A3""",Las Vegas,NV,89156,36.19418,-115.025472,3.5,54,1,Chinese,,,,,
16316,deI84pfI76aKNBckQBPwhA,"""The Oyster Bar at Terzetto""",,"""The M Resort Hotel & Casino, 12300 Las Vegas Blvd S""",Las Vegas,NV,89124,36.277893,-114.9903508,4,4,0,other,,,,,
16629,UmfEj1Q2Ts0tTsC0LGs1Tw,"""Stacks & Yolks""",Northwest,"""3200 N Jones Blvd""",Las Vegas,NV,89108,36.2170133,-115.2255824,3,144,1,other,,,,,
16652,WYxOAOMIBcnqf8QHfqaAIg,"""Denny's""",Eastside,"""3081 S Maryland Park""",Las Vegas,NV,89109,36.13389103,-115.1373114,2.5,70,1,other,,,,,
16881,MTx-Zdl_KcU_z9G832XAjg,"""Taco Bell""",Centennial,"""8033 N Durango Dr""",Las Vegas,NV,89131,36.3074953,-115.2791233,2.5,23,1,Fast Food,,,,,
16921,wX1ORSDKPkA5ftE7F6UONw,"""Strip N Dip Chicken Strips""",Westside,"""873 S Rainbow Blvd""",Las Vegas,NV,89145,36.1618764,-115.2453617,4.5,732,1,American,,,,,
16996,duCjWA3EBSA-ox5LTcXbwQ,"""Jack In the Box""",,"""4040 S Rainbow Blvd""",Las Vegas,NV,89103,36.11491,-115.242659,2.5,23,1,other,,,,,
17024,ajwGl90CuCZac3BKWY1ShQ,"""McDonald's""",Southeast,"""8120 S Eastern Ave""",Las Vegas,NV,89123,36.0418871,-115.1179247,2.5,32,1,Fast Food,,,,,
17087,PSUOncuqfqHulYj_fusthw,"""Cheeburger Cheeburger""",Southwest,"""8390 S Rainbow Blvd""",Las Vegas,NV,89139,36.0359796,-115.2430027,3.5,258,0,other,,,,,
17090,BQKPbuILIAG53XtIZ51s5Q,"""Original Tommy's Hamburgers""",Northwest,"""7079 W Craig Rd""",Las Vegas,NV,89129,36.2395316,-115.2494021,3.5,120,1,other,,,,,
17215,DcF162waTQvZd-G0G_J4wQ,"""KFC""",Eastside,"""3245 E. Tropicana Avenue""",Las Vegas,NV,89121,36.0998,-115.105,1.5,18,1,Fast Food,,,,,
17365,w19nAzC69-AppXp8psaFFg,"""Fellini's Ristorante Italiano""",Westside,"""5555 W Charleston Blvd""",Las Vegas,NV,89145,36.1590151,-115.217721,2.5,5,0,Italian,,,,,
17460,ls_H8-5CuhtcEUwfPdjy8g,"""Mad Pita Express""",Westside,"""2980 S Durango Dr, Ste 101""",Las Vegas,NV,89117,36.134956,-115.278458,4,8,0,Mediterranean,,,,,
17474,G-O_a7168Id7E0wIgHKtVw,"""Amanta Real Thai Food""",Chinatown,"""3560 S Decatur Blvd, Ste 1""",Las Vegas,NV,89103,36.1250314,-115.208013,3.5,12,0,other,,,,,
17490,9ae7asMUB-Fty3tw6m18qQ,"""Pho Da Nang Vietnamese Kitchen""",,"""3700 W Flamingo Rd""",Las Vegas,NV,89103,36.11549,-115.1891,3,91,1,other,,,,,
17613,ohqeJybL1FuFzN4P8pwxhg,"""Einstein Bros""",Summerlin,"""7541 W Lake Mead Blvd""",Las Vegas,NV,89128,36.195608,-115.2610055,2,76,1,Mexican,,,,,
17691,cPLLGXxm2hhjZyEINPDwQA,"""McDonalds""",,"""4930 Boulder Hwy""",Las Vegas,NV,89121,36.1144407,-115.0664498,2,17,1,Fast Food,,,,,
17705,Kn23LDd740SBVJ7mum0fwg,"""V Bar""",The Strip,"""Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12285196,-115.1690649,3.5,159,0,American,,,,,
17827,8b5ll2kjXfjgFIqWsjkr8Q,"""Seabreeze Cafe""",The Strip,"""3950 S Las Vegas Blvd""",Las Vegas,NV,89119,36.090754,-115.1766701,3,88,1,American,,,,,
17919,_bOlJfNELoVIiYGonYnPWw,"""Sushi House""",Sunrise,"""5841 E Charleston Blvd""",Las Vegas,NV,89142,36.1580683,-115.0462754,3.5,31,1,Japanese,,,,,
17932,f5AenP5rsrnLo9tKtenIew,"""Cheng's Express""",Spring Valley,"""5479 S Rainbow Blvd""",Las Vegas,NV,89118,36.0894888,-115.2431996,2.5,27,0,Chinese,,,,,
18054,iRFaq249LVEFGeXLzPULnQ,"""Diamond Chinese Restaurant""",,"""3449 Industrial Rd""",Las Vegas,NV,89109,36.1268091,-115.1766671,4,106,1,Chinese,,,,,
18097,TdoLDxiqDKbk_lmni5nu6A,"""Gerardo's Tacos""",Northwest,"""5601 N Tenaya Way""",Las Vegas,NV,89130,36.26357407,-115.2512254,4.5,41,1,Mexican,,,,,
18442,RBVtuVodydOMkNr-RVTVYA,"""Jack In The Box""",Eastside,"""780 E Flamingo Rd""",Las Vegas,NV,89119,36.114968,-115.146867,2.5,39,1,other,,,,,
18456,Lau3N654yNyWdIIybea1uA,"""Il Fornaio""",The Strip,"""3790 Las Vegas Blvd, Ste 13""",Las Vegas,NV,89109,36.102269,-115.174664,3.5,524,1,Italian,,,,,
18463,xNzD6FRuz3N1uz96d05VEA,"""Due Pizzeria""",Eastside,"""384 E Tropicana Ave, Ste 110""",Las Vegas,NV,89169,36.102907,-115.155708,4.5,18,0,other,,,,,
18500,eRjcli4nDHRwhByViUz9Ow,"""Rosati's Pizza""",Summerlin,"""10030 W Cheyenne Ave""",Las Vegas,NV,89129,36.21875882,-115.314123,3,124,1,Italian,,,,,
18616,5T0h9YCsXiDZyBsVIN9gcg,"""Viet Bistro""",,"""7175 W Lake Mead Blvd""",Las Vegas,NV,89128,36.1953125,-115.248178,3.5,323,1,other,,,,,
18652,k5pA0N9K2zy5OQZSqeC0jQ,"""Burgerim""",Southeast,"""9635 Bermuda Rd""",Las Vegas,NV,89123,36.014137,-115.15498,3.5,85,1,other,,,,,
18691,8SwMaPL6AJIs1ZPSZ3NJ4w,"""Forte European Tapas Bar and Bistro""",Spring Valley,"""4180 Rainbow Blvd, Ste 806""",Las Vegas,NV,89103,36.112856,-115.242389,4,419,1,other,,,,,
18715,XlUuMGMvkzy_QLAUTEe-fw,"""Dumpling King""",Chinatown,"""5740 Spring Mountain Rd""",Las Vegas,NV,89146,36.1260788,-115.2198304,3.5,120,0,other,,,,,
18749,qE9yIXn2GQb2-4a_qOOKzg,"""McDonald's""",University,"""4855 S Maryland Pkwy""",Las Vegas,NV,89119,36.1017503,-115.1374577,1.5,60,1,other,,,,,
18764,McZz8few5LqWF37KZTK_QA,"""Giorgio Ristorante E Caffe""",Southeast,""", 3930 Las Vegas Blvd S""",Las Vegas,NV,89119,36.089494,-115.138026,3.5,29,0,Italian,,,,,
18818,h84tU6REsM1VzyUCP0Ss7Q,"""Baja Fresh""",,"""9310 S Eastern Ave, Ste 101""",Las Vegas,NV,89123,36.020108,-115.1167735,3,44,0,Mexican,,,,,
18855,q_CpNXiPQbd6Iq0bnldhng,"""Aloha A Go Go""",Sunrise,"""5841 E Charleston Blvd, Ste 270""",Las Vegas,NV,89142,36.1580433,-115.0460999,3.5,37,1,Japanese,,,,,
18898,LtXy1VinKWfuLFslVarKRw,"""Fatburger""",The Strip,"""3763 Las Vegas Blvd S""",Las Vegas,NV,89019,36.10531531,-115.1723651,3.5,626,1,American,,,,,
19071,D9iGotN_nI8MCzVpISep9w,"""Que Huong Restaurant""",Chinatown,"""3409 S Jones Blvd""",Las Vegas,NV,89146,36.126539,-115.2258059,4,27,0,other,,,,,
19172,o2nt0ZJP0WmdDL-4HV-p4w,"""Casa Don Juan Mexican Restaurant""",Southeast,"""3460 E Sunset Rd""",Las Vegas,NV,89120,36.0723539,-115.0992807,4,99,1,Mexican,,,,,
19275,Mh84_j7YmRrAcm0DWV4bUw,"""Cugino's Italian Deli & Pizza""",University,"""4550 S Maryland Pkwy""",Las Vegas,NV,89119,36.10698609,-115.1360262,4.5,580,1,Italian,,,,,
19316,4Wou6LarHqefHP21qRu0Ag,"""Tropical Smoothie""",Southwest,"""10670 Southern Highlands Pkwy, Ste 100""",Las Vegas,NV,89141,35.98383296,-115.2023997,1.5,119,1,other,,,,,
19412,6oLnLmdo9FhuAeR-vLQ4tg,"""Xtreme Sushi""",Southwest,"""10670 S Southern Highlands Pkwy, Ste 104""",Las Vegas,NV,89141,35.995344,-115.2069805,3.5,106,0,Japanese,,,,,
19605,irDgKDkvrma1jFN_mRgQ_g,"""True Island BBQ""",Southeast,"""9550 S Eastern Ave, Ste 195""",Las Vegas,NV,89123,36.0153561,-115.1185146,4,37,0,other,,,,,
19721,ff6B-NAhNYnDFpaKziDBJg,"""Jack in the Box""",Westside,"""6400 W Charleston Blvd""",Las Vegas,NV,89146,36.1594187,-115.2352271,2.5,21,1,Fast Food,,,,,
19871,rM73z7YU9M-U0HLP62XCZQ,"""Arby's""",,"""1940 Rock Springs Dr""",Las Vegas,NV,89128,36.19485019,-115.2466244,3,27,1,Fast Food,,,,,
20243,cJMgxJ_GDg0a1KEkXPVaug,"""Nicolo's Cucina Italiana""",Southwest,"""10690 Southern Highlands Pkwy, Ste 104""",Las Vegas,NV,89141,35.9952905,-115.2068006,2.5,8,0,Italian,,,,,
20328,5ma1OUQWy_Ds80xUiP7JPQ,"""Fuku Burger""",Chinatown,"""3429 S Jones Blvd""",Las Vegas,NV,89146,36.126649,-115.225307,4,349,1,Fast Food,,,,,
20329,UPIYuRaZvknINOd1w8kqRQ,"""Monta Ramen""",Chinatown,"""5030 Spring Mountain Rd, Ste 6""",Las Vegas,NV,89146,36.1270336,-115.2096821,4,2291,1,other,,,,,
20597,J4CATH00YZrq8Bne2S4_cw,"""CUT by Wolfgang Puck""",The Strip,"""3325 S Las Vegas Blvd""",Las Vegas,NV,89109,36.123472,-115.168265,4,1255,1,other,,,,,
20600,eh127ASMZstrELE0K0XADw,"""Luke's Lobster Las Vegas""",The Strip,"""3200 S Las Vegas Blvd""",Las Vegas,NV,89109,36.12661608,-115.1695653,4.5,368,1,other,,,,,
20880,kwacNh9UDn_sIf0-wBatgA,"""Rampart Buffet""",Westside,"""221 N Rampart Blvd""",Las Vegas,NV,89145,36.175747,-115.2917528,2.5,134,1,other,,,,,
20955,uPwZUj4Hj-fHz1TU0LJJmQ,"""Simpo Sandwich""",Downtown,"""300 E Charleston Blvd, Ste 101""",Las Vegas,NV,89104,36.158472,-115.150589,4,28,0,other,,,,,
20963,n1Ng1q300iLHYZELtOd5FA,"""BOA Steakhouse""",,"""The Forum Shops At Caesars, 3500 Las Vegas Blvd S""",Las Vegas,NV,89136,36.175,-115.136389,4,191,0,other,,,,,
21020,sBQA33hT0VGJHh0a5ERkPA,"""Pho Old Saigon""",Chinatown,"""4601 Spring Mountain Rd""",Las Vegas,NV,89103,36.125886,-115.203317,3.5,25,0,other,,,,,
21084,0eZHVYDyACtVVOIgoBlV3g,"""Da Sheng Chinese Cuisine""",Chinatown,"""Chinatown Mall, 4255 W Spring Mountain Rd""",Las Vegas,NV,89102,36.12548903,-115.1970778,3.5,46,0,Chinese,,,,,
21205,nr1y1_csfnP6nSKxtOrLmw,"""Church's Chicken""",Westside,"""4851 W Charleston Blvd""",Las Vegas,NV,89102,36.1588472,-115.2075095,2.5,17,1,Fast Food,,,,,
21371,2O1GOiDhvXywzysqAJHkdA,"""Budweiser Brewhouse""",Southeast,"""McCarran International Airport""",Las Vegas,NV,89136,36.0839998,-115.1537389,2.5,3,1,Fast Food,,,,,
21393,oGYXSVs0ympLy0ur8Qnp7g,"""Taqueria El Buen Pastor""",Westside,"""301 S Decatur Blvd""",Las Vegas,NV,89107,36.1697307,-115.2055056,3,77,1,Mexican,,,,,
21437,bUnm0-YK5HicLzkvMWwqjQ,"""Amorino Las Vegas""",Southeast,"""6649 Las Vegas Blvd S, Ste 100""",Las Vegas,NV,89119,36.0679348,-115.1761754,4.5,54,0,other,,,,,
21534,FLHTWU3KVMz7qSH4yYsKPA,"""Patii's Kitchen""",,"""5333 Arville St, Ste 102""",Las Vegas,NV,89118,36.09301998,-115.1997253,4.5,9,0,Mexican,,,,,
21563,fvDF6pqWKRaQIZPNYaX2TA,"""Brew House Great Links Grill""",,"""4435 N Las Vegas Blvd""",Las Vegas,NV,89115,36.24181527,-115.0533289,3.5,8,0,other,,,,,
21593,ytYtMuk0URV6tk9m0zhDoA,"""Little Caesars Pizza""",Sunrise,"""1995 N Nellis Blvd""",Las Vegas,NV,89115,36.1957909,-115.0628016,2.5,10,1,other,,,,,
21709,HGitzBs7x_fUvdTtrTacXg,"""Tetsu""",The Strip,"""3730 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1073485,-115.1765836,4,91,1,Japanese,,,,,
21723,JdoBiBRgeS_KKaNaU1sofA,"""Dong Ting Spring""",,"""4850 W Flamingo Rd, Ste 34-34""",Las Vegas,NV,89103,36.1165039,-115.2068875,4,65,1,Chinese,,,,,
21729,vBJ3qJi2Hk_OyYV_FkqCtw,"""Barbacoa Kings""",,"""2115 N Decatur Blvd""",Las Vegas,NV,89108,36.1975116,-115.2060571,4.5,14,1,Mexican,,,,,
21736,dblGQtHAzNy1ACis1m2shw,"""New York Chinese Restaurant""",Spring Valley,"""3545 S Fort Apache Rd""",Las Vegas,NV,89147,36.1251172,-115.2979765,3.5,132,1,Chinese,,,,,
21793,7gdpCYPKkQqfiWDoTQnHgQ,"""Sakura Japanese Cuisine""",Chinatown,"""6850 Spring Mountain Rd""",Las Vegas,NV,89146,36.1271919,-115.2414116,4,24,1,Japanese,,,,,
21803,#NAME?,"""Panda Express""",Eastside,"""5516 Boulder Hwy""",Las Vegas,NV,89122,36.10083376,-115.0543288,2,8,1,Chinese,,,,,
21812,kblOOOjQ_36RL-r8yjse4w,"""Memphis Championship Barbecue""",Northwest,"""4949 N Rancho Dr""",Las Vegas,NV,89130,36.2496745,-115.2459836,2,4,0,other,,,,,
21827,REM8BezFuK4MQ6j2k1I7-Q,"""Griddlecakes""",Northwest,"""3200 N Jones Blvd""",Las Vegas,NV,89108,36.2171468,-115.2253774,3,75,0,other,,,,,
21976,PBZyumZ_0vSijc2zODdqgQ,"""Bowl Tique Avenue""",Spring Valley,"""4075 S Durango Dr, Ste 106""",Las Vegas,NV,89147,36.1154018,-115.2806748,4.5,59,0,other,,,,,
22019,7VWtmHsd4HSNDkF5f5xnng,"""Burger King""",Southeast,"""7810 Las Vegas Blvd S""",Las Vegas,NV,89123,36.04761056,-115.1717244,3,27,1,Fast Food,,,,,
22088,GWNmYFQw3WitfTPt5uGMvQ,"""Beijing Chinese Cuisine""",Southeast,"""9255 S Eastern Ave, Ste 330-4""",Las Vegas,NV,89123,36.02106987,-115.1192056,3.5,110,0,Chinese,,,,,
22109,C1jQ5CbszJkS_cyWgaRVGQ,"""Swish""",Westside,"""7875 W Sahara Ave, Ste 105""",Las Vegas,NV,89117,36.14307442,-115.2632622,3.5,179,1,Japanese,,,,,
22181,viji5rHhNlsy9w-JmUhyaw,"""Olive Garden Italian Restaurant""",Westside,"""1361 S Decatur Blvd""",Las Vegas,NV,89102,36.1548474,-115.2073391,3.5,149,1,Italian,,,,,
22187,ZuNJelvkJD4wsXNBRg6t5w,"""Asian Wok""",Centennial,"""6515 N Buffalo Dr""",Las Vegas,NV,89131,36.28149012,-115.2676381,4,161,1,other,,,,,
22237,mKNzA_CjO3NXcCn9RphHiw,"""Del Taco""",Southeast,"""5975 S Eastern Ave""",Las Vegas,NV,89119,36.0808928,-115.1193526,4,8,1,Mexican,,,,,
22368,LJN4A-Wr95ee-Ihurzs36Q,"""Quiznos Subs""",,"""7331 W Lake Mead Blvd, Ste 106""",Las Vegas,NV,89128,36.19483791,-115.2526505,1.5,3,0,other,,,,,
22530,hkeHIe-JaUK5S5dUHgrBbA,"""Sicili's Pizza""",Eastside,"""529 E Twain Ave""",Las Vegas,NV,89169,36.1207999,-115.1513955,4,158,1,other,,,,,
22750,d_L-rfS1vT3JMzgCUGtiow,"""Border Grill""",The Strip,"""3950 S Las Vegas Blvd""",Las Vegas,NV,89119,36.09006691,-115.1769729,4,1432,1,Mexican,,,,,
22917,7WHAdFHiHLmNJN72M_AKYQ,"""Dumpling And Noodle House""",The Strip,"""3743 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10760017,-115.1716613,3,29,1,Chinese,,,,,
22921,yU34swtpTS8-SMjeLIEFcQ,"""Yogi's Teriyaki""",Spring Valley,"""4825 S Fort Apache Rd""",Las Vegas,NV,89147,36.10139305,-115.298268,4,93,1,Japanese,,,,,
22925,Sfc8Haz2Yri8Mo1L0E0TsA,"""Chicken Bonz""",Spring Valley,"""6530 S Decatur Blvd""",Las Vegas,NV,89118,36.071196,-115.207463,3,52,0,other,,,,,
22949,iiVeHbqOWMuKeUQz7ks71A,"""Golden China Chinese Cuisine""",Eastside,"""3830 E Flamingo Rd, Ste E4""",Las Vegas,NV,89121,36.1170214,-115.0904787,3,119,1,Chinese,,,,,
23241,w2LGE0kHQQv6v0LmJtcfhw,"""Big Town Hero""",Southeast,"""3130 E Sunset Rd""",Las Vegas,NV,89120,36.0718982,-115.1068951,4,3,0,American,,,,,
23341,e7N0AW-sKkJmRIpEovxBAg,"""Aces & Ales""",,"""2801 N Tenaya Way, Ste A""",Las Vegas,NV,89128,36.2111234,-115.2496893,4,391,1,other,,,,,
23423,1SqLPgnZEVeVYDM-AuoFhg,"""Pop's Philly Steaks""",Westside,"""501 S Decatur Blvd""",Las Vegas,NV,89107,36.166261,-115.205674,3.5,534,1,other,,,,,
23495,JhRxDdmZSGDG_u7cGxaYrw,"""California Pizza Kitchen""",South Summerlin,"""10945 Oval Park Dr""",Las Vegas,NV,89135,36.15151159,-115.3318271,3.5,188,1,American,,,,,
23522,HVFKw_1abKVGYscxYKlKYA,"""Al's Beef""",Westside,"""6840 W Sahara Ave""",Las Vegas,NV,89146,36.14463432,-115.2415717,3.5,168,0,Italian,,,,,
23546,ugLqbAvBdRDc-gS4hpslXw,"""Yama Sushi""",Eastside,"""1350 E Flamingo Rd, Ste 18""",Las Vegas,NV,89119,36.11552045,-115.1349706,4,1717,1,Japanese,,,,,
23582,oYPpWHgsjcIt-tUzGXk_eA,"""Sammy's L.A. Pastrami & Burgers""",,"""4035 S Decatur Blvd""",Las Vegas,NV,89103,36.1154362,-115.2081788,3.5,194,0,other,,,,,
23636,O_C-2kZMHGnq3ZDL_OaG6Q,"""Morels French Steakhouse & Bistro""",The Strip,"""3325 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12460358,-115.1689885,3.5,614,1,other,,,,,
23726,M3cRrpdpF4TrIIXiD7qRzA,"""Famous Dave's""",Southeast,"""8040 Las Vegas Blvd S""",Las Vegas,NV,89123,36.043483,-115.171085,3.5,3,0,other,,,,,
23746,1WBVqmo7tgF0z0eGf4fPhQ,"""Pastaidea""",Summerlin,"""7668 W Lake Mead Blvd, Unit 107""",Las Vegas,NV,89128,36.196944,-115.262117,4.5,364,1,Italian,,,,,
23809,zPxNDf1iKsDGGpkM44HKxA,"""Carino's Italian Grill""",Centennial,"""7050 N Durango Dr""",Las Vegas,NV,89149,36.288706,-115.287007,2.5,3,0,Italian,,,,,
23841,CiYLq33nAyghFkUR15pP-Q,"""Tacos El Gordo""",Downtown,"""1724 E Charleston Blvd""",Las Vegas,NV,89104,36.1584751,-115.1265495,4.5,1363,1,Mexican,,,,,
23845,5shgJB7a-2_gdnzc0gsOtg,"""Firefly""",Eastside,"""3900 Paradise Rd""",Las Vegas,NV,89169,36.1188384,-115.1544802,4.5,1313,0,other,,,,,
23990,A6kXV4LPZsPjqWyGU-h_zw,"""KFC""",Downtown,"""2312 S Maryland Pky""",Las Vegas,NV,89104,36.1451,-115.137,1.5,31,1,other,,,,,
24041,_kB1BSKQ5lRzhvcmCY7E0Q,"""Vegas CheeseSteaks""",,"""""",Las Vegas,NV,89108,36.2030945,-115.2244853,3.5,6,0,other,,,,,
24207,ti1bb30WwnkDLuVvpTM6fQ,"""Las Islitas""",,"""911 N Pecos Rd""",Las Vegas,NV,89101,36.1812782,-115.0994456,3,50,1,Mexican,,,,,
24252,VXIOTZb0vghuj9t7YSDWLA,"""Ice Monster Cafe""",Southwest,"""7729 S Rainbow Blvd, Ste 9B""",Las Vegas,NV,89113,36.04812918,-115.2441752,3.5,105,0,other,,,,,
24508,xgrUl5uWTCexTGEWDrVqcg,"""Genesis Restaurant""",,"""4561 W Flamingo Rd""",Las Vegas,NV,89103,36.1148137,-115.2031568,3.5,47,0,other,,,,,
